A00-1001	187
H89-1010	7326;444;1354;1832;2284;4137;4394;5098;8487
H89-1011	4394;2284;5098;7326
H89-1012	713;1354;3001;3593;6990;7747
H89-1013	8792;691;336;6713
H89-1014	6761
H89-1015	7017
H89-1016	4632;3386;3543
H89-1017	9189
H89-1018	8720
H89-1019	374;373
H89-1020	1673
H89-1021	5144;14986
H89-1022	3954
H89-1023	8786
H89-1024	6318
H89-1025	9408
H89-1026	7380
H89-1027	9408;2752;6443;7380
H89-1028	6226
H89-1029	8850;2249;398;3131
H89-1030	7911
H89-1031	6021;3523
H89-1032	7911
H89-1033	2909
H89-1034	2909;7788
H89-1035	3812;5175;7764;8756
H89-1036	18;648;1537;3812;7221
H89-1037	1215;8756
H89-1038	7764
H89-1039	9416
H89-1040	9416
H89-1041	578;5744
H89-1042	5744;1438;6599;388;8789;578
H89-1043	5634;15162;5744
H89-1044	2773;6692
H89-1045	3241;6460
H89-1046	1920
H89-1047	8847
H89-1048	3324;15155
H89-1049	394
H89-1050	1968
H89-1051	3324;4533;1968;8790
H89-1052	8889;3921
H89-1053	1232;7513
H89-1054	4445
H89-2001	3324
H89-2002	6599;6171;11229
H89-2003	503
H89-2004	14978
H89-2005	6599
H89-2006	7747
H89-2007	8720
H89-2008	9408;2752;2819;4711;6443;6525;7380
H89-2009	394;1635;6001;3324;8790;4862
H89-2010	8756
H89-2011	2909;7788
H89-2012	1379;2556;3091;3308
H89-2013	1379;2556
H89-2014	4445
H89-2015	14986
H89-2016	6226
H89-2017	4339;6599
H89-2018	9408;1656;2752;2819;4711;6443;6525;7380;7646
H89-2019	713;6713;336;463
H89-2020	1832;7326
H89-2021	7017;7110;6525
H89-2022	9408;2752;2819;4711;6443;6525;7380
H89-2023	2909
H89-2024	4801
H89-2025	7789
H89-2026	7851
H89-2027	1354;7326
H89-2028	6318
H89-2029	463
H89-2030	8850;3131
H89-2031	3593;6713
H89-2032	374
H89-2033	327;444;1354;1832;4137;4394;5098;6498;7038;7326;9196
H89-2034	4394;7326;444
H89-2035	304;7326;5098
H89-2036	152;4632
H89-2037	3386;4632;8779
H89-2038	3475;3386;4632
H89-2039	4610;6671;6461;8866
H89-2040	4727;4919
H89-2041	6318
H89-2042	8786
H89-2043	1920
H89-2044	7789;14752
H89-2045	2159;8789
H89-2046	14824;6894;7414
H89-2047	1881;6171;6924
H89-2048	6860
H89-2049	7809;2559;5384;5513
H89-2050	1232
H89-2051	1379
H89-2052	150;3309
H89-2053	3812;7221
H89-2054	5844;8157;1917;3058;7422
H89-2055	2268;5384
H89-2056	7326
H89-2057	8792
H89-2058	5098;7326
H89-2059	5098
H89-2060	8847
H89-2061	6171;6599
H89-2062	6171;6924
H89-2063	7551
H89-2064	6761
H89-2065	14986
H89-2066	9408
H89-2067	8786;6318
H89-2068	7911
H89-2069	2909
H89-2070	3811;503;2427;4373;6315;2317;1162
H89-2071	150;7299
H89-2072	9416
H89-2073	6599
H89-2074	5744
H89-2075	3346;251;485;7798;8359
H89-2076	8889;3921
H89-2077	5098;3723;6671;8786;9408
H89-2078	8792;1020;2924;4670;5175;6390;8847
H90-1001	7789
H90-1002	8720
H90-1003	7326;327
H90-1004	7682;3456
H90-1005	15162
H90-1006	6171;6599;485;11229
H90-1007	336
H90-1008	7299;3540
H90-1009	5384;2268
H90-1010	7221;3812
H90-1011	3954;14986
H90-1012	251;3346
H90-1013	3324
H90-1014	5341
H90-1015	649
H90-1016	327;6416;6498;7326;8487
H90-1017	400;1354;2726;6982;7851
H90-1018	8789;1233;5142;5744;7811;5824;7297;6839;14174;857
H90-1019	6226
H90-1020	6599
H90-1021	3241;2773;1920
H90-1022	463;713;5098
H90-1023	3324;1635;5378;6001;4862
H90-1024	6226;2358;2352;2616
H90-1025	6226
H90-1026	463;691;713;3593;7747
H90-1027	8720
H90-1028	9408;2752;2819;4711;6443;6525;7380
H90-1029	687;6599;6288;8112;3672;31
H90-1030	6001;1635;5378;3324;4862;5074;394
H90-1031	5634;251;485;1654;5638
H90-1032	8789
H90-1033	7551
H90-1034	14752;7789
H90-1035	400;2726
H90-1036	2726;6982
H90-1037	1881;6171;6924
H90-1038	365;1683;1774;2155;5444;5448;10566;6458;6572
H90-1039	6318;373;374
H90-1040	4727;4919;5507
H90-1041	6318
H90-1042	3241
H90-1043	9408;2752;2819;4711;5340;6443;6525;7380
H90-1044	1635;3324;6001;4862;5074;5907;394
H90-1045	3171;7017
H90-1046	4998;7017
H90-1047	691;3593;7747
H90-1048	691;6713
H90-1049	8814;5769
H90-1050	5175
H90-1051	6746;7135
H90-1052	3308;6946
H90-1053	1323;2909
H90-1054	7426;3723;5444
H90-1055	846;5074;5175;7161
H90-1056	2556;1379
H90-1057	4736
H90-1058	1920
H90-1059	6226;2352;2616
H90-1060	4394;7326
H90-1061	6461;4610;2706;6671
H90-1062	4610;2706;6671;6461;6957
H90-1063	3475;152;3182;3386;3543;4632
H90-1064	6318
H90-1065	5744;8789;1438
H90-1066	2159;8789
H90-1067	235;5419;7642;4632
H90-1068	1635
H90-1069	336;691;5042;5457;6713;7326;8792
H90-1070	3674;4387;5397;6735;7668;9266
H90-1071	8847
H90-1072	8850;1020;2249;14986;5947
H90-1073	1436
H90-1074	9408;2752;2819;4711;6443;6525;7380
H90-1075	1453;2234
H90-1076	10320;2981;10208;5452;6037
H90-1077	7036;6538
H90-1078	8792
H90-1079	5098;7326
H90-1080	5098
H90-1081	6171;6599
H90-1082	6171;6924
H90-1083	7551
H90-1084	6761
H90-1085	649
H90-1086	5384;2268
H90-1087	374
H90-1088	7509
H90-1089	8786;6318
H90-1090	9408
H90-1091	6226
H90-1092	7911
H90-1093	8850
H90-1094	2909
H90-1095	5419
H90-1096	6599;5634
H90-1097	5744;8789
H90-1098	3324;1635
H90-1099	3812;5175;7764;8756
H90-1100	5175
H90-1101	150;7299
H90-1103	8786
H91-1001	6599
H91-1002	4801;6599
H91-1003	792
H91-1004	1038
H91-1005	6344
H91-1006	278
H91-1008	6226
H91-1009	373;374;400;2726;4516;6982;7218;7851;340;543
H91-1010	6318
H91-1011	6443;2752;9408
H91-1012	4394;327;444;5098;6498;7326
H91-1013	6171;3908;327;4137;7326;6924
H91-1014	7380;2752;2771;2819;3324;4711;6443;6525;9408
H91-1015	5744;951;8789
H91-1016	8720
H91-1017	9189
H91-1018	327;336;463;691;3593;5098;6498;7326;7747
H91-1019	6037
H91-1020	6461;4721;4610
H91-1021	6001;4862;1635;5907
H91-1022	8360
H91-1023	1020
H91-1024	3346;3884
H91-1025	876;1801;1802;5444
H91-1026	2556;1379
H91-1027	5025
H91-1028	2547;7690
H91-1029	7716
H91-1030	2366;5126;2105
H91-1031	5438;9408;4711
H91-1032	150
H91-1033	691;3593;7747
H91-1034	3672;251;485;5634;6513
H91-1035	3812;7221
H91-1036	5634;1968
H91-1037	8792;336;691;713;3593;6234
H91-1038	6171
H91-1039	5025
H91-1040	463;2106;6416;7411
H91-1041	6990
H91-1042	691
H91-1043	15392;4414
H91-1044	5074;5175
H91-1045	4241;4446
H91-1046	4445
H91-1047	4632
H91-1048	327;5098;7326;9253
H91-1049	1881;6924;6171
H91-1050	3386;4632
H91-1051	365;1774;2826;10566;6458
H91-1052	4394
H91-1053	2639;4610
H91-1054	3475
H91-1055	6318
H91-1056	6860;4919
H91-1057	3723;5448;6990;7822
H91-1058	8786
H91-1059	7911
H91-1060	655;14749;2376;2648;2909;3127;3308;3593;3723;4197;4801;5175;6990;7161;7838
H91-1061	4736
H91-1062	463;336
H91-1063	5175
H91-1064	150
H91-1065	5457;7326;8792
H91-1066	3674;4387;6735
H91-1067	836;590
H91-1068	7838;8513
H91-1069	5879
H91-1070	7380;3324;9408
H91-1071	6525;7380;9408
H91-1072	3324;7380;2819;6443
H91-1073	6599;6171;7431;2386
H91-1074	8680;14978
H91-1075	11229;8523;6171
H91-1077	5503;8092
H91-1078	8752
H91-1079	8792
H91-1080	5098;7326
H91-1081	5098
H91-1082	6171;6599
H91-1083	6171;6924
H91-1084	7551
H91-1085	6761
H91-1086	649
H91-1087	5384;2268
H91-1088	374;2726
H91-1089	7509
H91-1090	9408;3324
H91-1091	8786;6318
H91-1092	6226
H91-1093	7911
H91-1094	8850
H91-1095	2909
H91-1096	9416
H91-1097	578
H91-1098	5744;8789
H91-1099	6599;5634
H91-1100	3346
H91-1101	1635
H91-1102	8847
H91-1103	3812;5175;7764;8756
H91-1104	5175
H91-1105	150;7299
H91-1106	14986
H92-1001	5175
H92-1002	150
H92-1003	3324;463;1635;2357;2616;3515;6226;6254;6598;7017
H92-1004	6226;1640;2352;2358;2616;8213
H92-1005	6525;3324;7380;9408
H92-1006	6599;3324;7516;8625
H92-1007	8720
H92-1008	6254;8866
H92-1009	7516;8625;6599
H92-1010	5183
H92-1011	5635;5668
H92-1012	5098
H92-1013	6461;8360;2832;4721;4610;2639
H92-1014	4394;444;463;691;14920;3593;5098;5905;7326;7747
H92-1015	8720;3636;3475;3386;3543;9189;5269;4886;7789
H92-1016	9408;2752;2771;2819;3324;6443;6525;7380
H92-1017	6001;1635;4862
H92-1018	251;3672
H92-1019	3812
H92-1020	1801;1802;5444;6990
H92-1021	6963;3475
H92-1022	846
H92-1023	655;3723;4493;5444;6990
H92-1024	15162;7221
H92-1025	5074;8790
H92-1026	655;3723;4493;5074;5444;6990
H92-1027	7221
H92-1028	5192;5509;2896;14749
H92-1029	3308
H92-1030	846;5175
H92-1031	5744
H92-1032	2533;7469;5287;5292;7982;9044
H92-1033	3386;4632
H92-1034	3543;3475
H92-1035	327;9253;5098;7326
H92-1036	2639;4610
H92-1037	3475
H92-1038	4137;6171;6924
H92-1039	3117
H92-1040	7838
H92-1041	4736
H92-1042	5356
H92-1043	6861;4670
H92-1044	3674
H92-1045	2556;1379;9113
H92-1046	1546;2989;2990
H92-1047	15180
H92-1048	9408
H92-1049	327;691;2106;3593;5098;5905;6416;6498;7326
H92-1050	3346
H92-1051	4155;6442;8313
H92-1052	14986;5947
H92-1053	876;1801;1802;5444;5583
H92-1054	1436
H92-1055	7789;4886;6088;7893;14752
H92-1056	5744;951;8789
H92-1057	7551;4171;48;5465
H92-1058	1308
H92-1059	5384
H92-1060	7380
H92-1061	7747;691
H92-1062	691;3593;7747
H92-1063	8792;336;713;2425;3593
H92-1064	8649
H92-1065	1920
H92-1066	2726;6402;6982
H92-1067	10208;3374;781;2622;10320;6037
H92-1068	951;5744;7516;6599
H92-1069	2639;4516
H92-1070	4801
H92-1071	3346
H92-1072	8786
H92-1073	6318;374
H92-1074	1920
H92-1075	6443;2752;6525;9408
H92-1076	578;1671
H92-1077	8786
H92-1078	6226
H92-1079	373;374;400;648;2726;3236;3480;3646;4970;6402;6982;7218
H92-1080	152;3386;3475;3543;6963;8779
H92-1081	6318
H92-1082	6318
H92-1083	5744;951;8789
H92-1084	6599;14978
H92-1085	7516;485;1968
H92-1086	14749
H92-1087	8524;6171
H92-1088	7552;652;7716;6493
H92-1089	14978;2924
H92-1090	8752
H92-1091	1306
H92-1092	3701;4868
H92-1093	3908;6171;6924
H92-1094	6861;4670
H92-1095	1635;8790;4808;6001;4862;4869
H92-1096	5098;463
H92-1097	5098;7326
H92-1098	8792
H92-1099	6171;6599
H92-1100	6171;6924
H92-1101	7551
H92-1102	6761
H92-1103	5384;4875;6307
H92-1104	374;2726;6982
H92-1105	7509
H92-1106	8011
H92-1107	9408;3324
H92-1108	4868
H92-1109	8786;6318
H92-1110	6226
H92-1111	7911
H92-1112	8850;15180;1546
H92-1113	8850
H92-1114	8850
H92-1115	2909
H92-1116	5503
H92-1117	3515;578
H92-1118	1671;578
H92-1119	8789
H92-1120	6599;5634
H92-1121	3346
H92-1122	4670
H92-1123	3812;5175;7764;8756
H92-1124	14986
H93-1001	463
H93-1002	7017
H93-1003	6226;2352;2358;2616
H93-1004	3324;463;1635;2358;2616;6226;3515;6599;7017;8360
H93-1005	8179;206;423;1923;5889;7694
H93-1006	4862;6001;1635
H93-1007	7747;691
H93-1008	1968;2643;251;485;1280;5634;5638
H93-1009	2752;2819;6443;7104;7380;9408
H93-1010	463
H93-1011	7911;1315
H93-1012	3117
H93-1013	6318
H93-1014	4886;7789;3475;14752
H93-1015	7326;203;4394;5098;5905;9253
H93-1016	3475;152;3543;6963
H93-1017	5744;951;1881;8789
H93-1018	5905;7326;4394;6498
H93-1019	2639;4516
H93-1020	4137;6171
H93-1021	4572;6963;6990
H93-1022	8789
H93-1023	6402;2726;3646;4970;6982;7218;373;374;842;3517;6154
H93-1024	5634
H93-1025	5352
H93-1026	3346;251;485;3635;3884;8359
H93-1027	3540;7299
H93-1028	246;671;2367;5379;7493
H93-1029	8574
H93-1030	3346
H93-1031	4805;5400;6214;9195;5382
H93-1032	5633
H93-1033	2290;150
H93-1034	622;2954;3313;7628
H93-1035	8631
H93-1036	4221
H93-1037	9070;373;400;1289;1878;2096;3888;5134;5136;5181;7765
H93-1038	2453;2873;1542;5947
H93-1039	876;1801;1802;2799;13467;5444;5583
H93-1040	8815;6029
H93-1041	8933;1425;2080;4584;10465;6533;10838;15208;10968;8232;8324;9463;8631;8720
H93-1042	6746;171;838;1057;1881;13363;3855;3937;5021;6628;6599;7135
H93-1043	5744
H93-1044	5175
H93-1045	5284;5511;8792
H93-1046	14749
H93-1047	846
H93-1048	3308
H93-1049	5284
H93-1050	2909;7788
H93-1051	4593;8262;8609
H93-1052	9113
H93-1053	5384;3167
H93-1054	6811
H93-1055	8452
H93-1056	2716
H93-1057	1320
H93-1058	2537
H93-1059	2909
H93-1060	2909;5058;8905
H93-1061	5503;4593;8105;913
H93-1062	6214;4805;9195;5382
H93-1063	6171
H93-1064	7552
H93-1065	15406
H93-1066	5803;14978
H93-1067	8524;6171
H93-1068	1459;1758;7145
H93-1069	7706
H93-1070	901
H93-1071	861;1573
H93-1072	4805;6214;9195;5400
H93-1073	8792
H93-1074	7017
H93-1075	6184;1439;8680;2628
H93-1076	944
H93-1077	8244;249
H93-1078	6924
H93-1079	5098;7326
H93-1080	8792
H93-1081	5098;463
H93-1082	6171;6599
H93-1083	6171;6924
H93-1084	6761
H93-1085	5384;6307
H93-1086	901;7120;142
H93-1087	9070;373
H93-1088	374;2726;6982
H93-1089	3674
H93-1090	2562;974
H93-1091	876
H93-1092	6990
H93-1093	4868
H93-1094	8786;6318
H93-1095	9408;3324
H93-1096	6226
H93-1097	7911
H93-1098	8850
H93-1099	8850;15180;1546
H93-1100	8850
H93-1101	2909
H93-1102	7838
H93-1103	5503
H93-1104	4477
H93-1105	8609
H93-1106	3515;578
H93-1107	1671;578
H93-1108	6599;5634
H93-1109	1881;5744;8789
H93-1110	4805;13988
H93-1111	4670;1931
H93-1112	1573
H93-1113	3812;5175;7764;8756
H93-1114	150;7299
H93-1115	14986
H94-1001	8786
H94-1002	5503
H94-1003	5058;2909;5473
H94-1004	4801
H94-1005	12624;2334
H94-1006	2773
H94-1007	8075;578
H94-1008	1453;5981;932;2234;4525;6167;7926
H94-1009	4394;528;1436;6226;6318;6443;6692;6841;6860;6963;6982;8789
H94-1010	1635;463;875;2358;3515;6226;6254;7017;7516
H94-1011	6226;2352;2358;2616;4999;6621
H94-1012	3475
H94-1013	6963
H94-1014	3664;6171;6924
H94-1015	3633;5287
H94-1016	7326;5905;4394;1346;9253;5098
H94-1017	3324
H94-1018	7706
H94-1019	839;8179
H94-1020	5175;4093;5169;5041;624;2291;3978;7232
H94-1021	2909
H94-1022	5634
H94-1023	14986
H94-1024	8815;6029
H94-1025	6113;14986
H94-1026	5947;2453
H94-1027	7605;5384
H94-1028	563;876;1801;1802;2724;4493;5444;6607;8400
H94-1029	9070;1008;1808;1878;3646
H94-1030	3674
H94-1031	6140
H94-1032	3346;3635
H94-1033	336
H94-1034	3209;150
H94-1035	6596;7764
H94-1036	463
H94-1037	9408;7380;6525;6443;6254;2771;2752;846
H94-1038	1038
H94-1039	8720;3636
H94-1040	6746;1057;1881;6599
H94-1041	6184
H94-1042	5457;6924
H94-1043	31
H94-1044	3171;5682;6983;3899;7948
H94-1045	3723
H94-1046	5503;14848;4526;4593;8171
H94-1047	881;15336
H94-1048	6731;6820;6990
H94-1049	846
H94-1050	15162;6860;7727
H94-1051	5511;2425
H94-1052	3723;4493;5074;5444;6731;6990
H94-1053	5511;7326;691;3593
H94-1054	12769
H94-1055	5438;7380;9408
H94-1056	2601
H94-1057	6118
H94-1058	2716
H94-1059	3375
H94-1060	1115;8500
H94-1061	9190
H94-1062	9188;6055;8927
H94-1063	1881;5744
H94-1064	2639;4516;49;50
H94-1065	203;4394;5098;7326
H94-1066	4886;5645;7789;14752
H94-1067	5886;8789
H94-1068	1212;4843;6339;1768;2366
H94-1069	3117
H94-1070	3117
H94-1071	4477;2930
H94-1072	7838
H94-1073	7234;2754
H94-1074	4445;4138;382
H94-1075	62
H94-1076	7326
H94-1077	5523;7469;9180;7982;9044;2533
H94-1078	5744;5605;1881;951
H94-1079	6318
H94-1080	6055;8428;8927;9188
H94-1081	5905;7326;9335;9253
H94-1082	7789
H94-1083	6334
H94-1084	4808;1635;4869;8790;6001;5940;4862
H94-1085	7731
H94-1086	5098;7756;7326;1346
H94-1087	4970;1808;2726;5134;6402
H94-1088	5098;7326
H94-1089	8792
H94-1090	5098;463
H94-1091	6171;6599;3491
H94-1092	6171;6924
H94-1093	5947
H94-1094	6761
H94-1095	5384;6307
H94-1096	9070;1008;1808;1878;3646
H94-1097	374;2726;6982
H94-1098	3674
H94-1099	6990
H94-1100	1801;1802
H94-1101	706;3351
H94-1102	8786;6318
H94-1103	9408
H94-1104	6226
H94-1105	7911
H94-1106	2990
H94-1107	8850;15180;1546
H94-1108	2249
H94-1109	2909
H94-1110	7838
H94-1111	5503
H94-1112	4477
H94-1113	2366;4843;6339;1768
H94-1114	3515;578
H94-1115	1438;5634
H94-1116	5744;1881;5605;8789
H94-1117	1671;578
H94-1118	3346
H94-1119	3812;5175;7764;8756
H94-1120	150;7299
H94-1121	14986
I05-1001	3448;1993;9669;10701;4978
I05-1002	2513;11265
I05-1003	6653;2885;2189
I05-1004	4777;7904
I05-1005	19;6114
I05-1006	4595;1195
I05-1007	9001;4772;4900;4845;10768
I05-1008	7185
I05-1009	8038
I05-1010	11092;15017;8252
I05-1011	15152;1875
I05-1012	8737;5955;6102
I05-1013	9682;10344;1338
I05-1014	10314;4115;4628
I05-1015	14832;6059
I05-1016	10077;11272;1247
I05-1017	3988;4454
I05-1018	3103;5561;8313
I05-1019	603;12799;11164;541;7152
I05-1020	4184;4908
I05-1021	7482;7894
I05-1022	9840;7904
I05-1023	8948;14920
I05-1024	9168;5780
I05-1025	1139;10622
I05-1026	10145;10583;11252;11220;12839
I05-1027	9840;7904;1338;11310
I05-1028	6108;8313
I05-1029	8518
I05-1030	3026;6064;8265
I05-1031	11096;4383;7692;10995;3615
I05-1032	9683;10685
I05-1033	10068
I05-1034	9297;7857;11195;12482;8024
I05-1035	10148;9791;8024;5968
I05-1036	9319
I05-1037	4777;4780;4977;8914
I05-1038	8021;7985;6114
I05-1039	8773;8727;2567
I05-1040	6077;1338
I05-1041	8951;8665
I05-1042	3545;8735;7182
I05-1043	1817;8315
I05-1044	11316;9359;3474;8955
I05-1045	7441;4384;4193
I05-1046	8704;8952;10329;1169
I05-1047	9987
I05-1048	5439;9197;5956
I05-1049	8531;3812
I05-1050	10070;305;5286
I05-1051	7394;4748;9297;10657
I05-1052	10312;958;3698
I05-1053	9297;4748;7857;7394
I05-1054	8911;10086;10415;9792;10369
I05-1055	722;6109;3629
I05-1056	10305;10685;10635
I05-1057	4123;9160;6287;6862
I05-1058	4646;4617
I05-1059	9947;305;5286
I05-1060	5809;3988;4454
I05-1061	10496;11219;4977;9507
I05-1062	13202;5663
I05-1063	9100;7857;8024
I05-1064	4114;4232;7384
I05-1065	10329;10350
I05-1066	7462;4454
I05-1067	2983
I05-1068	9125;389
I05-1069	1328;6250
I05-1070	4480;12839
I05-1071	5768;11187;5262;3990;3638
I05-1072	10146;13794;11251
I05-1073	1227;1235
I05-1074	5320;1572;4223
I05-1075	2409;14749
I05-1076	9775;9702;10143
I05-1077	9127;9319
I05-1078	7613;6164
I05-1079	2501;3600;5286
I05-1080	7383;6862;3697
I05-1081	1243;15155
I05-1082	4126;389
I05-1083	9212;2585;7930
I05-1084	14505;3976
I05-1085	3857;4454
I05-1086	9841;10205
I05-1087	2228;9197;5956
I05-1088	10181;9649;9673;12878
I05-2001	9282;11320;9335
I05-2002	4787;9398;3445
I05-2003	9338;9334;4771;9197
I05-2004	5490;8063
I05-2005	5519;8227
I05-2006	5955;8737;6102
I05-2007	3498;4551
I05-2008	7094;9052;7370;3615
I05-2009	8030;4424;5958;3650
I05-2010	8287
I05-2011	4125;14986
I05-2012	6077;1338
I05-2013	1674
I05-2014	1826;4697
I05-2015	9316;8364;5033;3615
I05-2016	2525;8224
I05-2017	4106;7373;9088
I05-2018	6364;254
I05-2019	14998;5250;10020;8224;8031
I05-2020	8246;4064;7979;7181;8413;7194
I05-2021	1044;8948
I05-2022	7574;541;7152
I05-2023	1213;3741;7862;6242;4903
I05-2024	5033;2150;5734;3615
I05-2025	1821;5787
I05-2026	5773;14505;3976
I05-2027	8688;2019;1060
I05-2028	6490
I05-2029	3845
I05-2030	4235;3569;3600;5286
I05-2031	13039;3385;13692
I05-2032	9487;13208;9911;5084
I05-2033	4393;2275;4244
I05-2034	4613;6862
I05-2035	539;2376
I05-2036	3254;2019
I05-2037	4823;4607;3697
I05-2038	8071;9033;6090;8313
I05-2039	1826
I05-2040	9359;3453;2585;8955
I05-2041	6292;1333;7666;7673;6862
I05-2042	4326;9173;4465;7186;3615
I05-2043	5734;3555;5033;7498;3893;3615
I05-2044	3752;4115;4628
I05-2045	1242;9791;8024;5968
I05-2046	8289;8944;3438
I05-2047	11923
I05-2048	8602
I05-2049	8948
I05-3001	7896;3453;11251;4766
I05-3002	8287
I05-3003	1279;305;5286
I05-3004	2964;9345
I05-3005	8298;3835;5147
I05-3006	4885;10171;5019;9003;9197
I05-3007	3454;4081;8964;1325;7629;14237;367;1247
I05-3008	3434
I05-3009	1171
I05-3010	4730
I05-3011	9321;8631
I05-3012	4776;4977;4780
I05-3013	8984;8914;2588
I05-3014	3454;4781;3388
I05-3015	9370;1260
I05-3016	1488
I05-3017	2126
I05-3018	305;2515;337;9947;8738;5286;8326
I05-3019	1217;9360;9273;7897
I05-3020	8287
I05-3021	4184;4908
I05-3022	4750;1948;5155;8666;4906
I05-3023	4788;5477;734;1607
I05-3024	4819;3906
I05-3025	4967;5896;2969
I05-3026	2483;4996;11241
I05-3027	8298;11482;222;3835;5147
I05-3028	9284;4903;5031;4798
I05-3029	1353;1313;8303
I05-3030	3744;9323;2935;9017
I05-3031	4573;4145
I05-3032	4772
I05-3033	4980
I05-3034	7457
I05-3035	3829;8998;7023;3737
I05-4001	11022;9727;8714;6647
I05-4002	5999;4260;10020;8224;8031
I05-4003	9306;3950
I05-4004	3197;8994
I05-4005	9097;6734
I05-4006	3968;5281;9046;3986
I05-4007	3454;7855;3388;4781
I05-4008	8295
I05-4009	4786;9020;4791
I05-4010	4184;4908;10961;8765
I05-5001	853;1933
I05-5002	1933;853
I05-5003	2333;3545;7894
I05-5004	2501;3600
I05-5005	3059;7333
I05-5006	3574;9052
I05-5007	4779;4903;9314;4771;3198
I05-5008	4697;1826
I05-5009	6092
I05-5010	6573;7333
I05-5011	7370
I05-5012	8654;1978;1651;14088
I05-6001	7725;2439
I05-6002	3893;5734;4453;3615
I05-6003	8287
I05-6004	3148;729;8035;7537
I05-6005	6187;13;4468;5840;4252;7078
I05-6006	2227
I05-6007	7590;3111
I05-6008	13960
I05-6009	3667;8364;3615
I05-6010	7723
I05-6011	5826;5784;7537
I05-7001	1247;3469;7468;1264
I05-7002	1349;3454
I05-7003	1180;3454;4926;1182
I05-7004	2641;8555
I05-7005	2983;5923
I05-7006	4472;4129
I05-7007	5947;5398;481
I05-7008	257;3585;3951;3859;5566;6081
I05-7009	6446;14986;6250
I05-7010	4774;4977;4780
I05-7011	15411;784
I05-7012	420;10503
I05-7013	14145;746;6131
I08-1001	4052;2493
I08-1002	9322;4184
I08-1003	11073;8977
I08-1004	12482;10246;14708
I08-1005	12482;11907;12145;14708
I08-1006	11311;11199;9664
I08-1007	257;3585;5566;6081
I08-1008	9297;7896;4748;9484;8024;11251
I08-1009	7916;7575
I08-1010	10270;10560
I08-1011	736;7914
I08-1012	1260;3988;8364;9316;3615
I08-1013	13202;5663
I08-1014	11242;10362;9541
I08-1015	10135;9762;10797
I08-1016	5865
I08-1017	8963;9398
I08-1018	9548;7477;10119;5286
I08-1019	10506;7985;6114
I08-1020	7083
I08-1021	6648;3892;1366
I08-1022	11246;11201;10385
I08-1023	11203;10364;9297;10445;10858
I08-1024	10175;5922
I08-1025	7497;7462;3988;3148;4454
I08-1026	9776;8657
I08-1027	10945;10572;9173
I08-1028	9885;4277;5796;2525;8314;6062;6116
I08-1029	4730
I08-1030	9299;7894
I08-1031	6077;3615
I08-1032	19;3848
I08-1033	367;1247;1169
I08-1034	10981;5830;11048
I08-1035	9738;10271;7017
I08-1036	11262;6948
I08-1037	11204;8289;3438
I08-1038	11194;8667
I08-1039	10104;7985;15193;6114
I08-1040	9233;14832
I08-1041	9454;11048
I08-1042	13399;13842
I08-1043	3545;4133;12777
I08-1044	9208;4510;9651
I08-1045	10873;7176;10504
I08-1046	14390;7857
I08-1047	4275;7930
I08-1048	9370;8671;14986
I08-1049	4442;4748
I08-1050	10054;6109;202;3629
I08-1051	920;12763;7717;2439;3214
I08-1052	7500;8224;3454;3434;10275;7692;1198
I08-1053	2608;9113
I08-1054	15152
I08-1055	3294;3634
I08-1056	4873;1020
I08-1057	10091
I08-1058	9811;8038
I08-1059	2573;2585;853;4209;1933;9531;8491
I08-1060	11116;8313
I08-1061	2608;9113
I08-1062	15191;305;5286
I08-1063	10901;10797;10786
I08-1064	7725;2439
I08-1065	9424;3600;5286
I08-1066	9001;9297;9484;10487;4900;4845
I08-1067	10785;10026;10940;607;10549
I08-1068	12853;9456;11139
I08-1069	8977;4738
I08-1070	2501;7194
I08-1071	9732;1595
I08-1072	3026;6064;8265
I08-1073	3569;5343;4248
I08-1074	4126;389
I08-2075	10680;10895
I08-2076	10942;7415
I08-2077	2085;10011;404
I08-2078	9651;4510;9208
I08-2079	9358
I08-2080	7183;4454
I08-2081	12423;9197;11335
I08-2082	9140;2585;1933
I08-2083	10080;1235;4842
I08-2084	11181;9484;9297
I08-2085	10313;10576;4628
I08-2086	10079;2501
I08-2087	11303;7903;10367
I08-2088	9115;9299;12439;7894
I08-2089	7328;4247
I08-2090	9716;5524
I08-2091	7692;1198;10518;3615;10826;10130
I08-2092	5999;11090
I08-2093	4738;8977
I08-2094	5295;7194
I08-2095	10671;404
I08-2096	3865;7924
I08-2097	3988;8364
I08-2098	11272;10077;1247
I08-2099	9527;3529;9772;12240;9493;7152
I08-2100	5734;8318;3893;5033;3615
I08-2101	10067;9912;10500
I08-2102	10408;9052
I08-2103	9791;10609
I08-2104	102;10946;2493
I08-2105	5830
I08-2106	7091
I08-2107	11031;4310;4388
