A00-1001	4073
H94-1066	8418;9468;12615;3287
H94-1067	9826;14080
H94-1068	1990;8353;10495;3922;4775
H94-1069	5812
H94-1070	5812
H94-1071	7820;5541
H94-1072	12692
H94-1073	11847;5325
H94-1074	7776;7322;6859
H94-1075	10427
H94-1076	11969
H94-1077	9297;12170;14659;12903;14461;5027
H94-1078	9597;9409;4076;15099
H94-1079	10464
H94-1080	10084;13557;14289;14667
H94-1081	9861;11969;14893;14765
H94-1082	12615
H94-1083	10488
H94-1084	8303;3757;8388;14083;10010;9912;8380
H94-1085	12548
H94-1086	8700;12574;11969;2715
H94-1087	8528;3982;5292;8753;10586
H94-1088	8700;11969
H94-1089	14085
H94-1090	8700;8051
H94-1091	10249;10906;6363
H94-1092	10250;11391
H94-1093	9922
H94-1094	11150
H94-1095	9095;10448
H94-1096	14500;86;3982;4071;6602
H94-1097	6743;5292;11478
H94-1098	6640
H94-1099	11490
H94-1100	3969;3972
H94-1101	11601;6159
H94-1102	14075;10464
H94-1103	14983
H94-1104	10322
H94-1105	12809
H94-1106	5627
H94-1107	14176;3490;3626
H94-1108	4598
H94-1109	5511
H94-1110	12692
H94-1111	9268
H94-1112	7820
H94-1113	4775;8353;10495;3922
H94-1114	6394;9666
H94-1115	3135;9448
H94-1116	9597;4076;9409;14080
H94-1117	3812;9666
H94-1118	6144
H94-1119	6839;8816;12588;14036
H94-1120	3437;11934
H94-1121	3396
I05-1001	6289;4243;15235;665;8537
I05-1002	4997;1204
I05-1003	10985;5474;4520
I05-1004	8256;12802
I05-1005	4259;10173
I05-1006	7990;1836
I05-1007	14398;8248;8435;8355;732
I05-1008	11777
I05-1009	12981
I05-1010	1031;3405
I05-1011	3463;4067
I05-1012	14009;9936;10157
I05-1013	15252;348;2676
I05-1014	320;7289;8033
I05-1015	3320;10090
I05-1016	73;1213;2311
I05-1017	7095;7789
I05-1018	5788;9356;13380
I05-1019	10062;2420;1096;9146;11724
I05-1020	7386;8448
I05-1021	12191;12785
I05-1022	15411;12802
I05-1023	14318;3362
I05-1024	14642;9649
I05-1025	1333;599
I05-1026	146;568;1188;1156;2433
I05-1027	15412;12802;2676;1254
I05-1028	10163;13380
I05-1029	13665
I05-1030	5681;10105;13299
I05-1031	1035;7668;12484;940;6557
I05-1032	15253;650
I05-1033	64
I05-1034	14825;12726;1124;2315;12958
I05-1035	149;15360;12958;9956
I05-1036	14871
I05-1037	8255;8262;8535;14276
I05-1038	12956;12907;10173
I05-1039	14060;13994;5078
I05-1040	10120;2676
I05-1041	14325;13895
I05-1042	6442;14004;11771
I05-1043	3998;13384
I05-1044	1261;14920;6333;14329
I05-1045	12130;7672;7402
I05-1046	13957;14326;334;1599
I05-1047	15549
I05-1048	9180;14678;9938
I05-1049	13688;6839
I05-1050	67;5721;8952
I05-1051	12069;8214;14825;628
I05-1052	318;15162;6669
I05-1053	14825;8214;12725;12070
I05-1054	14271;83;418;15364;375
I05-1055	11842;10164;6578
I05-1056	311;650;607
I05-1057	7301;14631;10405;11296
I05-1058	8063;8016
I05-1059	15511;5721;8952
I05-1060	9707;7095;7789
I05-1061	485;1154;8535;15089
I05-1062	2588;9494
I05-1063	14541;12725;12958
I05-1064	7287;7454;12049
I05-1065	334;354
I05-1066	12159;7789
I05-1067	5614
I05-1068	14584;6961
I05-1069	2625;10362
I05-1070	7825;2433
I05-1071	9629;1115;8922;7099;6591
I05-1072	147;2828;1187
I05-1073	2115;2185
I05-1074	9004;3663;7443
I05-1075	4839;3285
I05-1076	15342;15273;144
I05-1077	14586;14871
I05-1078	12375;10237
I05-1079	4977;6526;8952
I05-1080	12046;11296;6668
I05-1081	2273;3472
I05-1082	7306;6961
I05-1083	14705;5102;12841
I05-1084	3189;7075
I05-1085	6896;7789
I05-1086	15413;203
I05-1087	4575;14678;9938
I05-1088	180;15214;15240
I05-2001	14804;1266;14894
I05-2002	8275;14972;6285
I05-2003	14897;14892;8247;14679
I05-2004	9250;13017
I05-2005	9290;13240
I05-2006	9936;14009;10157
I05-2007	6371;7923
I05-2008	11648;14478;12028;6557
I05-2009	12971;7747;9940;6607
I05-2010	13334
I05-2011	7304;3396
I05-2012	10120;2676
I05-2013	3815
I05-2014	4010;8129
I05-2015	14867;13459;8606;6557
I05-2016	5019;13235
I05-2017	7276;12034;14524
I05-2018	10532;5053
I05-2019	3398;8910;19;13235;12974
I05-2020	13270;7209;12897;11769;13539;11791
I05-2021	445;14318
I05-2022	12316;9146;11724
I05-2023	1994;6732;12737;10348;8439
I05-2024	8609;4469;9586;6557
I05-2025	4003;9662
I05-2026	9634;3189;7075
I05-2027	13925;4283;590
I05-2028	10723
I05-2029	6876
I05-2030	7458;6478;6526;8952
I05-2031	2520;6205;2799
I05-2032	15064;2595;15479;8679
I05-2033	7693;4639;7469
I05-2034	8012;11296
I05-2035	9119;4791
I05-2036	6019;4283
I05-2037	8325;8004;6668
I05-2038	13029;14446;10139;13380
I05-2039	4010
I05-2040	14920;6295;5102;14329
I05-2041	10416;2649;12443;12454;11296
I05-2042	7577;14649;7803;11780;6557
I05-2043	9586;6459;8607;12211;6951;6557
I05-2044	6747;7290;8034
I05-2045	2259;15360;12958;9956
I05-2046	13336;14313;6276
I05-2047	1807
I05-2048	13783
I05-2049	14318
I05-3001	12790;6295;1187;8239
I05-3002	13334
I05-3003	2421;5721;8952
I05-3004	5587;14903
I05-3005	13350;6867;8780
I05-3006	8416;170;8588;14401;14678
I05-3007	6298;7236;14345;2609;12400;3058;6648;2311
I05-3008	6272
I05-3009	1612
I05-3010	8180
I05-3011	14874;13833
I05-3012	8253;8535;8262
I05-3013	14373;14276;5106
I05-3014	6298;8265;6208
I05-3015	14934;2370
I05-3016	3346
I05-3017	4441
I05-3018	5721;5001;6199;15511;14010;8952;13404
I05-3019	2033;14922;14793;12791
I05-3020	13334
I05-3021	7384;8447
I05-3022	8219;4167;8790;13896;8444
I05-3023	8276;9232;12001;3714
I05-3024	8319;6970
I05-3025	8523;9844;5593
I05-3026	4955;8557;1175
I05-3027	13350;1411;4578;6867;8780
I05-3028	14807;8439;8603;8288
I05-3029	2741;2555;13359
I05-3030	6736;14880;5546;14423
I05-3031	7956;7330
I05-3032	8249
I05-3033	8541
I05-3034	12152
I05-3035	6858;14392;11537;6727
I05-4001	961;15300;13974;10978
I05-4002	10005;7497;19;13235;12972
I05-4003	14846;7038
I05-4004	5938;14387
I05-4005	14536;11105
I05-4006	7065;8945;14463;7091
I05-4007	6298;12723;6208;8265
I05-4008	13346
I05-4009	8270;14428;8280
I05-4010	7384;8447;914;14048
I05-5001	13700;4149
I05-5002	4149;13700
I05-5003	4721;6442;12785
I05-5004	4977;6526
I05-5005	5720;11982
I05-5006	6484;14478
I05-5007	8259;8439;14864;8247;5939
I05-5008	8129;4010
I05-5009	10142
I05-5010	10867;11982
I05-5011	12028
I05-5012	13880;4218;3781;2986
I05-6001	12530;4887
I05-6002	6949;9586;7786;6556
I05-6003	13334
I05-6004	5860;11936;12977;12273
I05-6005	10269;2949;7807;9755;7483;11613
I05-6006	4574
I05-6007	12338;5802
I05-6008	2923
I05-6009	6631;13459;6557
I05-6010	12528
I05-6011	9730;9657;12273
I05-7001	2311;6323;12169;2376
I05-7002	2722;6298
I05-7003	1689;6298;8476;1710
I05-7004	5179;13724
I05-7005	5614;9885
I05-7006	7813;7309
I05-7007	9926;9116;8321
I05-7008	5095;6498;7041;6898;9361;10128
I05-7009	10645;3396;10362
I05-7010	8251;8535;8262
I05-7011	3618;12715
I05-7012	7427;493
I05-7013	3013;12171;10200
I08-1001	7195;4968
I08-1002	14876;7384
I08-1003	1014;14366
I08-1004	2320;247;3256
I08-1005	2320;1788;1998;3256
I08-1006	1255;1128;15231
I08-1007	5095;6498;9361;10128
I08-1008	14825;12790;8214;15061;12958;1187
I08-1009	12815;12317
I08-1010	271;542
I08-1011	12025;12813
I08-1012	2369;7094;13459;14867;6557
I08-1013	2588;9494
I08-1014	1177;369;15117
I08-1015	134;15330;755
I08-1016	9799
I08-1017	14342;14972
I08-1018	15123;12182;113;8952
I08-1019	496;12907;10173
I08-1020	11625
I08-1021	10979;6948;2791
I08-1022	1181;1133;383
I08-1023	1134;371;14826;440;821
I08-1024	175;9884
I08-1025	12210;12158;7094;5862;7787
I08-1026	15343;13885
I08-1027	900;555;14649
I08-1028	15448;7516;9675;5018;13383;10103;10175
I08-1029	8180
I08-1030	14831;12787
I08-1031	10121;6557
I08-1032	4260;6880
I08-1033	6650;2311;1598
I08-1034	927;9740;985
I08-1035	15309;272;11527
I08-1036	1200;11430
I08-1037	1135;13339;6276
I08-1038	1123;13897
I08-1039	101;12907;3501;10173
I08-1040	14733;3322
I08-1041	15032;984
I08-1042	2679;2858
I08-1043	6443;7316;2417
I08-1044	14698;7866;15217
I08-1045	833;11762;494
I08-1046	3136;12725
I08-1047	7514;12841
I08-1048	14934;13902;3396
I08-1049	7772;8214
I08-1050	52;10164;4299;6578
I08-1051	14702;2410;12520;4888;5963
I08-1052	12216;13235;6298;6270;276;12484;1860
I08-1053	5133;14563
I08-1054	3463
I08-1055	6073;6585
I08-1056	8396;208
I08-1057	88
I08-1058	15382;12981
I08-1059	5085;5103;13700;7426;4149;15108;13625
I08-1060	1055;13381
I08-1061	5133;14563
I08-1062	3500;5721;8952
I08-1063	857;755;747
I08-1064	12531;4888
I08-1065	15007;6526;8952
I08-1066	14399;14825;15061;476;8435;8355
I08-1067	746;26;896;10125;530
I08-1068	2436;15034;1074
I08-1069	14366;8195
I08-1070	4978;11791
I08-1071	15304;3696
I08-1072	5682;10106;13300
I08-1073	6478;9036;7478
I08-1074	7307;6961
I08-2075	647;852
I08-2076	898;12098
I08-2077	4387;10;7192
I08-2078	15217;7866;14698
I08-2079	14919
I08-2080	11775;7787
I08-2081	2253;14678;1278
I08-2082	14605;5103;4149
I08-2083	77;2185;8351
I08-2084	1107;15061;14825
I08-2085	319;559;8034
I08-2086	75;4982
I08-2087	1247;12801;374
I08-2088	14570;14833;2271;12788
I08-2089	11973;7473
I08-2090	15287;9300
I08-2091	12484;1860;503;6557;789;130
I08-2092	10005;1029
I08-2093	8195;14366
I08-2094	8967;11791
I08-2095	640;7192
I08-2096	6906;12832
I08-2097	7094;13459
I08-2098	1213;73;2311
I08-2099	15104;6415;15340;2081;15071;11724
I08-2100	9586;13387;6949;8608;6557
I08-2101	62;15480;489
I08-2102	411;14478
I08-2103	15360;589
I08-2104	307;901;4968
I08-2105	9740
I08-2106	11638
I08-2107	971;7560;7685
I08-2108	6961;7307;11935;4986;8891;12977
I08-2109	1994;14825;15061;12958;8439;8247
I08-2110	12158;610;12;2971;7787
I08-2111	2504;3535;11876
I08-2112	9106;12412;11915;9010
I08-2113	15124;980
I08-2114	409;3502
I08-2115	15068;15019;15052
I08-2116	4972;6585;12842
I08-2117	11779
I08-2118	1403;6842;11047;15507;6835
I08-2119	13913
I08-2120	338;363
I08-2121	1006;283
I08-2122	182;579;3064;14639;15447;9356;13395;4299;13381
I08-2123	11842;8960;6578
I08-2124	4651;14898;14935;3396
I08-2125	8396;1229;585;15134
I08-2126	964;13280
I08-2127	10164;6578;13381
I08-2128	897;713;6578
I08-2129	15026;498;166
I08-2130	1191;339
I08-2131	5874;9981;5877
I08-2132	15237;1128;15231;1195
I08-2133	5231;2932;5364
I08-2134	13339;89
I08-2135	2727;9546;5099
I08-2136	9250;9740
I08-2137	11625
I08-2138	15494;3525;162
I08-2139	2859
I08-2140	4121;2419;7105;3224
I08-2141	12317
I08-2142	14060;13994;35;1151
I08-2143	15553;13862;805
I08-2144	15274
I08-3001	15313;9000
I08-3002	12484
I08-3003	2727
I08-3004	12317
I08-3005	1860;12484;6557;799
I08-3006	15310;3802;7964
I08-3007	9000;15313
I08-3008	14782;11221
I08-3009	15522;5916;112;226
I08-3010	450;477
I08-3011	3295;5466;5606;2583;284;8139;9015;11743
I08-3012	858;7192
I08-3013	533;13327
I08-3014	15029;215;215
I08-3015	911;7192
I08-3016	3192;817
I08-3017	3289;15312
I08-3018	789
I08-3019	657;15451
I08-3020	4417;3655;65;7784
I08-4001	2825;15219;15241
I08-4002	145;559;219;8034
I08-4003	7772;8214;351
I08-4004	772;14934
I08-4005	2421;5721;8952
I08-4006	1126;362;14806
I08-4007	350
I08-4008	386;5721;8952
I08-4009	13962;6296;14934
I08-4010	148;15233
I08-4011	2033;1256;12791
I08-4012	344;6285;1248;1004;930;1132
I08-4013	8790;4168;42;15090;13896
I08-4014	10976;1225;968;13942
I08-4015	13962;6295;14934
I08-4016	14698;7866;15217;1183;2060
I08-4017	14876;7384
I08-4018	1464;3335
I08-4019	15234;337;388;582;1003
I08-4020	4656;78;12801
I08-4021	4954;14048
I08-4022	31;13897
I08-4023	6301;975;143;8235;15347;1138
I08-4024	328;14272;375;15364
I08-4025	12449;11759
I08-4026	3152;12790;969;1187
I08-4027	13334
I08-4028	14343;8363;13951;1180;1258;14673
I08-4029	14349;14528;8077
I08-4030	1197;731;1260;14920
I08-4031	14517;170;1277
I08-4032	1251;1266;14804;1005
I08-4033	14832;12787
I08-5001	921
I08-5002	7192
I08-5003	12317
I08-5004	833;15221;3802;11762;494
I08-5005	15452;12815;1065;902;2081
I08-5006	4387;10;15308;700;7192
I08-5007	941;542
I08-5008	4387;7192
I08-5009	3034;921
I08-5010	902;690;1074
I08-5011	15222;15127
I08-5012	2979;3194
I08-5013	15530
I08-5014	567;753;909;853;852
I08-5015	902;15451;690;1074
I08-6001	2458;945
I08-6002	1041;921
I08-6003	823;14366
I08-6004	2776;1749
I08-6005	6817;4581;9832;14861
I08-6006	690;2432;2438;1074
I08-6007	15126;160;15529
I08-6008	640;7192
I08-6009	15247;752;15306;10126
I08-6010	414;3804;15550;15084;11763
I08-6011	7192;508;9735;4387;10;15506
I08-6012	126;1750
I08-6013	691;1075
I08-6014	9338;410
I08-7001	4387;7192
I08-7002	833;11762;494
I08-7003	15299;8535;8262
I08-7004	446;991;15527;24;546;477
I08-7005	256;687
I08-7006	74;542
I08-7007	15193;478
I08-7008	15310;904;273;15356;7964
I08-7009	1243;14035
I08-7010	10884;6415;2081;6839
I08-7011	990;11105;14536
I08-7012	3033;3038;2774
I08-7013	851;15076;15128;10125;137;3071;2776;922;3404
I08-7014	789
I08-7015	9936;14009;10157
I08-7016	130;15245
I08-7017	6418
I08-7018	406
I08-7019	55;15349;95
I08-7020	12484;1860;1019;503;6557
I08-7021	109;5868
I08-8001	8035;8014;8016
I08-8002	14356;12813;251
I08-8003	4723;12787
I08-8004	839;198;789;837;423;9669
I08-8005	135;98;15258;220;651;321
I08-8006	789;775
J00-1001	7029;10096
J00-1002	3742;14016;9253;14022
J00-1003	9767
J00-1004	3874;4196;7230
J00-1005	3271
J00-1006	7354
J00-2001	11519
J00-2002	10702;5152
J00-2003	8799;3799
J00-2004	9157
J00-2005	11195
J00-3001	14057;6262;13798
J00-3002	9498
J00-3003	12647;3080;8081;13047;13583;11277;12233;6869;8884;9206
J00-3004	13055;9101;14103;14244
J00-3005	8810
J00-4001	12565;7504;4563
J00-4002	10948
J00-4003	13739;10759
J00-4004	12272;9095
J00-4005	3600;7206
J01-1001	14480;2830
J01-1002	13419;12647;3373;12233
J01-1003	10100;9115;9925
J01-1004	11053;3560;13747
J01-1005	3694;13682
J01-2001	5373
J01-2002	3607;3750;14768
J01-2003	7137;5006;8376
J01-2004	11331
J01-2005	13253;8598
J01-3001	12621;14181
J01-3002	13689
J01-3003	9197;12624
J01-3004	8019;7424;6945;11174
J01-4001	9335;7927;11619
J01-4002	12705
J01-4003	13102
J01-4004	12466;8318;9841
J01-4005	10338;9467;10550;2930;4678;2894;11651
J01-4006	15163
J01-4007	7206
J02-1001	2528
J02-1002	10625;5948
J02-1003	3600
J02-1004	8016;1240;8034
J02-1005	6785
J02-2001	4342;6125
J02-2002	12967
J02-2003	2967;3560
J02-2004	461;4815
J02-3001	5286;6869
J02-3002	9257
J02-3003	9285
J02-3004	7921
J02-3005	14225;11760
J02-4001	11014;3396;9095
J02-4002	13106;9373
J02-4003	14771
J02-4004	12282;9051
J02-4005	11625;7916
J02-4006	6759
J02-4007	11195;12555
J03-1001	7127;10117;13938
J03-1002	10080;9837
J03-1003	7620;13580;13716
J03-1004	6077;11600
J03-1005	13202;9837
J03-1006	9769
J03-2001	10751;6725
J03-2002	12352
J03-2003	10868;11983;12542
J03-2004	7922;7941
J03-3001	7240;5475
J03-3002	11221;12394
J03-3003	7611;9884;12294
J03-3004	14027;5425
J03-3005	7148;7922
J03-3006	3084;5390;13704
J03-4001	10100
J03-4002	14035;12654;6839;7447
J03-4003	3241
J03-4004	9036;3322
J04-1001	8215;8210
J04-1002	8913
J04-1003	7922;13508
J04-1004	4653;2301;4002;14900
J04-1005	2360;5324
J04-2001	4561
J04-2002	9753;13682
J04-2003	9901;9837
J04-2004	653;13733
J04-2005	3742
J04-3001	6434
J04-3002	3566;14211;14131;8943;8879
J04-3003	10760;12622;2360;6130
J04-3004	3285
J04-4001	7206;10868
J04-4002	10077;9837
J04-4003	9253;11949
J04-4004	10410
J05-1002	3599;7620;3166
J05-1003	3241;7540
J05-1004	3472;5288;7339
J05-1005	5080;11802;2845
J05-2002	9769
J05-2003	6915
J05-2004	3379
J05-2005	14256;5275
J05-3001	3631;14288
J05-3002	7882;9095
J05-3003	10052;14857;15215;2443;14027
J05-3004	8846;9948
J05-4002	14058;3560
J05-4003	9571;8810
J05-4004	2597;8810
J05-4005	5102;8239;14309;6295
J06-1001	9268;6265
J06-1002	9942
J06-1003	15181;6125
J06-1004	3161;14225
J06-1005	2656;6541;3440
J06-1006	5820
J06-2001	11941
J06-2002	3599
J06-2003	6515;6125
J06-2004	15558;9252
J06-2005	9753
J06-3001	787;11949;9253
J06-3002	9197;15425
J06-3003	13437
J06-3004	8401;12860;3386
J06-4001	2711
J06-4002	7921
J06-4003	7374;12687
J06-4004	2886;15082;3647;2683;7872;2644;2568
J08-1001	7882;7921
J08-1002	9356;13379
J08-1003	15215;14858;10052;11284;2444;14028
J08-1004	9250
J08-1005	10734
J08-1006	3265
J08-1008	12586
J08-2001	2858;480;8397;12624
J08-2002	13291;5680;8780
J08-2003	9512;10689;7938
J08-2004	14432
J08-2005	10952;11476;14607
J08-2006	10875;13986;8875
J08-2007	4356
J08-2008	9013
J08-3001	2018;345
J08-3002	14540;12725;12958
J08-3003	3353;9965;10100
J08-3004	5440;7440;9002
J08-3005	3865;11476;14225
J08-3006	9853
J08-3007	12393
J08-3008	7357
J08-3010	10510
J08-4001	14181
J08-4002	5997;8111;5232
J08-4003	9965
J08-4004	5624;10761
J08-4005	3167;15466;7921
J08-4006	12537;2656
J08-4008	3781
J08-4010	3354;9963;10099
J09-1001	5013
J09-1002	7659;9131;653;2920;3693;7191;7846;9837;3174;13733;2193
J09-1003	7001;9165;10760;10072
J09-1004	780
J09-1005	4618;3363;12624
J09-1006	11733
J09-1008	9045
J09-2001	6961;7557;13760
J09-2002	10054;3566
J09-2003	2656
J09-2004	2752;2806
J09-2005	7144;3573
J09-2006	13666
J09-3001	11939;2243;884
J09-3002	7230;6798
J09-3003	14210;3566;6176
J09-3004	2312;3752
J09-3005	7183
J09-3007	10657
J79-1002	4773;11622
J79-1003	207;3235
J79-1004	4728;13746
J79-1005	3202;10422;4854
J79-1007	15078
J79-1008	10746
J79-1009a	11090
J79-1009b	11433
J79-1010	1273
J79-1011	8806;6435
J79-1012	13794
J79-1013	11273
J79-1016	4759;4456
J79-1017a	1939
J79-1017b	5777;7462;12444
J79-1017c	4224
J79-1018	12301;9235
J79-1019	9455
J79-1021a	7430
J79-1023	8383;11201
J79-1024	10328
J79-1025	11694
J79-1026	8600;10282;5269;9158;10508
J79-1027	11186
J79-1029a	12029
J79-1029b	6180
J79-1031	13040;11449
J79-1032a	4543
J79-1032b	6143
J79-1032c	9277
J79-1032d	8886
J79-1032e	14776;7989;12230
J79-1032f	9128;13889;14629;7889;11828;11910;13611
J79-1033a	9067
J79-1033b	7435
J79-1033c	11240
J79-1033d	12104
J79-1033e	12361
J79-1033f	9130
J79-1034a	8051
J79-1034b	10486;11345
J79-1034c	11348
J79-1034d	6009
J79-1034e	12446;10573
J79-1034f	1142
J79-1035a	4032
J79-1035b	14113
J79-1035c	10639
J79-1035d	3707
J79-1035e	6507
J79-1035f	7132;2565
J79-1036a	7403;8487
J79-1036b	11455
J79-1036c	8601;487;13989;12114;7438;5023;8862
J79-1036d	13592;10243
J79-1036e	11681
J79-1036f	4373;13927;11622
J79-1037a	6162;4797;6163
J79-1037b	9622;13373
J79-1038	1058
J79-1040	14178
J79-1041	9622;13373
J79-1043a	7110
J79-1044	14038
J79-1045	8052
J79-1047	5511
J79-1049a	4127
J79-1050a	4911
J79-1052	11137
J79-1053	10016
J79-1054	10297
J79-1055a	14089;12568
J79-1055b	11681
J79-1055c	7138
J79-1056	14178
J79-1057	6396
J79-1060	9158;12679;8600;9910
J79-1061	8996;13413
J79-1062	11981;2926;3857;12229
J79-1063	6839;14087
J79-1067	9442;8117;8778
J79-1070	14666
J79-1071	12446
J79-1074	4939;9455;13992
J79-1075a	3795
J79-1075b	4728;8064
J79-1076a	14745
J79-1077a	13826;6663;6167
J79-1077b	12155
J79-1081a	4939
J79-1081b	4530;12396
J79-1081c	8397
J79-1082	10639
J79-1083	4529;12397
J80-1001	14291
J80-1002	11841;7997;10693
J80-1003	9050
J80-2001	10331;7083
J80-2002	2426
J80-2003	14086;10861
J80-3001	3517
J80-3002	13998
J80-3003	10571;3437
J81-1001	11345
J81-1002	8778;9442
J81-1003	3795
J81-1004	3795;6839;6993
J81-1005	3795
J81-2001	6124
J81-2002	7815
J81-2003	14965
J81-3001	8886
J81-3002	3761
J81-3003	14042
J81-4001	12265
J81-4002	5922;9529
J81-4003	3480
J81-4004	4324;9098
J82-1001	6839
J82-1002	12105
J82-1003	11933;10520
J82-2001	6777;6361
J82-2002	6009;208;6085;6839;6993;11592;13875;10616
J82-2003	8778;8051;5529;9069;9096;12856
J82-2004	9427;9448;12301;12447;14172;14291
J82-2005	7110;7332;8095;9159;12358
J82-2006	7388;6361;5511;13850;14086
J82-3001	9867
J82-3002	13990;3478
J82-3003	13991
J82-3004	2832;10455
J83-1001	9095
J83-1002	8688;9353
J83-1003	4729
J83-2001	3846;6993
J83-2002	3760;9050
J83-3001	208;5922
J83-3002	6712;5965;9273;11119
J83-3003	14086;12448
J83-3004	4608;14179
J83-3005	5456
J83-3007	6795;7634;11460;13640
J84-1001	14074
J84-1002	5560;8990
J84-2001	7082;13206
J84-2002	3139
J84-3001	10570
J84-3002	10852
J84-3003	10944
J84-3005	9867
J84-3012	5203
J85-1001	12357
J85-1002	6550;12733
J85-1003	13659;11751
J85-2001	9622;13373;9662
J85-2002	9291;12357
J85-2003	13642;8125
J85-2004	10387;4646;11325;12597
J85-2005	6796;7333;4019
J85-4001	7835
J85-4002	6641
J85-4003	9790
J86-1001	9283
J86-1002	4733;10331
J86-2001	12014
J86-2002	6909
J86-3001	5529;12265
J86-3002	5511;6116;9869
J86-3006	6144
J86-4001	6684;14615
J86-4002	5394
J86-4003	3776
J87-1001	3532
J87-1002	3150
J87-1003	6983;8750;11491
J87-1004	13245
J87-1005	6145;12162
J87-1006	8750
J87-1007	12506;11618
J87-3001	3873
J87-3002	11618;13654
J87-3003	15125;15488;3331;7407;11327;9779
J87-3004	6144;3666;3847;4348;7978
J87-3005	6712;10611
J87-3006	9152;10780
J87-3007	9922;11093
J87-3008	11321;10947;10835;11555
J87-3009	14786;4309
J87-3011	5271
J88-1001	5186;10944;429;6378;8173
J88-1002	11788
J88-1003	3928
J88-1004	9168
J88-2001	14036
J88-2002	6101
J88-2003	9373;12587
J88-2004	9711
J88-2005	10447
J88-2006	14036
J88-3002	7052;4731
J88-3003	168
J88-3004	10996;4309;4800
J88-3005	9051
J88-3006	2983
J88-3008	11955
J88-3009	2464
J88-3010	3150
J88-3011	7461
J88-3012	9489
J88-3013	12506
J88-3014	13825
J88-4001	11491
J88-4002	3026
J88-4003	14172;2557;8579;8874;9011;14317
J89-1001	12633
J89-1002	12050;12301
J89-1003	9049
J89-2001	168
J89-2002	10058
J89-2003	3859
J89-2004	7612
J89-3001	4755
J89-3002	3763;9074
J89-3003	12692;1143
J89-4001	5644
J89-4002	9168;4527
J89-4003	11813
J90-1001	3474
J90-1002	3862;13747
J90-1003	2829;5773
J90-1004	12160;3272;3474;9448
J90-2001	13403
J90-2002	14055;3102;3969;3972;6706;7840;9187;11421
J90-2003	11130;7280
J90-3001	3876
J90-3002	3940;7916
J90-3003	6358;4771
J90-3004	11065
J90-3005	3470;4730
J90-4001	7926;9049
J90-4002	5644
J90-4003	3623
J91-1001	6871;7084
J91-1002	9502;6125
J91-1003	4607
J91-1004	10012
J91-1008	13582
J91-2001	6785
J91-2002	13680;4604;10491
J91-2003	14728;6712
J91-3001	13772
J91-3002	11017
J91-3003	428
J91-3004	6706;7840
J91-3005	14056;3970;6708;9188;3103;3973;7841;11422
J91-4001	1774;8350;2311;2531;6307
J91-4002	13511
J91-4003	3490
J92-1001	9112
J92-1002	14055;3972;9187;3969;7854
J92-1003	11321
J92-1004	12042
J92-2001	4908;6350
J92-2002	14744
J92-2003	12715
J92-2004	3748;5186;3917
J92-2005	13571
J92-3001	4671;9083;14662;4908;13180
J92-3002	4789;9803
J92-3003	11556;3319;7098;5364
J92-3004	7980;7180;10719
J92-4001	12301;14701
J92-4002	5820
J92-4003	14055;3929;9187;3972;7854
J92-4004	13747
J92-4005	5833;4420
J92-4006	1791
J92-4007	9446;10787
J93-1001	2829;9187
J93-1002	13653;3319
J93-1003	4282
J93-1004	5063;2829
J93-1005	6092;11425
J93-1006	7111;11432
J93-1007	12364
J93-1008	12160
