Hathaway, Chris 2.5477665323536e-05
Burek, Gaston G. 1.98712782087118e-05
Baschung, Karine 0.000122965557787305
Chiao, Yun-Chuang 4.31699079915212e-05
Schulte im Walde, Sabine 1.98712782087118e-05
Grossi, Thomas 5.68667259644101e-05
Cordova, Aaron 2.25180159360918e-05
Anshen, Frank 0.000106334376305828
Arimoto, Yoshiko 1.98712782087118e-05
Fayruzov, Timur 1.98712782087118e-05
Shima, Hideki 1.98712782087118e-05
Hiatt, Laura 6.25986804767008e-05
Gonzalo, Julio 0.00030151471793645
Koit, Mare 3.0235750036729e-05
Specia, Lucia 3.61116034621751e-05
Sadat, Fatia 7.62501601957016e-05
Misu, Teruhisa 1.98712782087118e-05
Ornan, Uzzi 5.1595288952757e-05
de Gemmis, Marco 1.98904791273072e-05
Gale, William A. 0.00394570848382165
Leermakers, Rene 3.92073599777323e-05
Thesingh, Jan 9.15628593933232e-05
Kritsada, Poolwan 1.98712782087118e-05
Panevova, Jarmila 5.36801952524538e-05
Fletcher, Janet 1.98712782087118e-05
Kang, Jung-Goo 2.27389630013098e-05
Fister, Andrew 5.1413140778631e-05
Qu, Weiruo 1.98712782087118e-05
Ulmann, Martin S. 1.98712782087118e-05
Tao, Jianhua 1.98712782087118e-05
Wintner, Shuly 7.59277219441043e-05
Loehr, Dan 3.08076109792404e-05
Fujita, Kimikazu 6.96451167531405e-05
Collier, Nigel 0.000439980302067722
Liu, Bing 1.98712782087118e-05
Batlle, Eloi 2.98946079902196e-05
Costa, Fabrizio 1.98712782087118e-05
Corvey, William 1.98712782087118e-05
Harley, Andrew 2.69049323836433e-05
Yi, Jin 1.98712782087118e-05
Wu, Xiaofeng 1.98712782087118e-05
Miyahara, Sueharu 2.22445120182762e-05
Li, Naicong 4.23700081143349e-05
Labaka, G. 1.98712782087118e-05
Baldwin, Timothy 0.000294633698506964
Zhong, Hua 1.98712782087118e-05
Gao, Jianfeng 0.000466077658538912
Kawai, Jun 7.72995087254434e-05
Schlaefer, Nico 1.98712782087118e-05
Saenz, Richard M. 8.73593156317601e-05
Langjahr, Andreas 2.41066725960976e-05
Moilanen, Karo 1.98712782087118e-05
Bamberg, Paul 0.000232649810641785
Flejter, Dominik 1.98712782087118e-05
Hirschberg, Julia B. 0.00145309964490876
Michael, Stephen 2.43890872814302e-05
Zanoli, Roberto 1.98712782087118e-05
Rats, M. M. M. 1.98712782087118e-05
Yasutake, Masako 1.98712782087118e-05
Murase, Takahisa 2.91534596342832e-05
Aiso, Hideo 2.40269654782099e-05
Matsuda, Shigeki 1.98712782087118e-05
Warren, David Scott 0.000178831574261535
Cross, Marilyn 1.98712782087118e-05
Lee, Yong-Won 1.98712782087118e-05
Kallgren, Gunnel 1.98712782087118e-05
Wade, Elizabeth 0.000288099565607481
Levesque, Hector J. 0.000405620148844772
Gorman, James 4.50220303581776e-05
Karp, Daniel 0.000353290331405087
Duan, Nan 1.98712782087118e-05
Nazarenko, Adeline 7.6511171252479e-05
Zhang, Xiaoyan 1.98712782087118e-05
Popescu-Belis, Andrei 0.000226013196165436
Correia, Anabela 1.98712782087118e-05
Liu, Yudong 2.33157972562599e-05
Coelho, Jorge 1.98712782087118e-05
K.V., Madhu Murthy 1.98712782087118e-05
Zhang, Ruiqiang 4.72615629535718e-05
Cohn, Trevor 0.000193283503786419
Grosjean, Francois 2.42284169033702e-05
Pemberton, Lyn 1.98712782087118e-05
Catala, Neus 3.74846332417798e-05
Hausman, Kevin 0.000145406031096501
Fabre, Cecile 3.7712510950532e-05
Soni, Ankit 1.98712782087118e-05
Kaljurand, Kaarel 5.32958314347818e-05
Yoon, Juntae 1.98712782087118e-05
Fern·ndez, Raquel 1.98712782087118e-05
Schulz, Bastian 1.98712782087118e-05
Levy, Roger 0.000211258498694104
Biadsy, Fadi 1.98712782087118e-05
Declerck, Thierry 0.000218951877319716
Federici, Stefano 4.70575214474397e-05
Lapshinova-Koltunski, Ekaterina 1.98712782087118e-05
Haller, Susan M. 2.59889346593269e-05
Burstein, Jill 0.000210654806258507
Sullivan, Thomas M. 0.000135910127743091
Kim, Harksoo 3.81063631668205e-05
Uramoto, Naohiko 5.10482145271386e-05
Goutte, Cyril 0.000162276494560212
Hallett, Catalina 3.97182217410143e-05
Kazama, Jun%ichi 2.05840997779494e-05
Takamura, Hiroya 9.17148240363463e-05
Boxwell, Stephen 1.98712782087118e-05
Chang, Pichuan 8.38487468452074e-05
Lu, Ruzhan 3.24430796590207e-05
Weir, Carl 0.000423500491489254
Saito, Manami 1.98712782087118e-05
Ito, Takahiko 1.98712782087118e-05
Podlozny, Ann 0.000341931558526038
Ganapathibhotla, Murthy 1.98712782087118e-05
Teubert, Wolfgang 1.98712782087118e-05
Bohmova, Alena 1.98712782087118e-05
Zhang, Meilan 1.98712782087118e-05
Hartrumpf, Sven 4.59021295505011e-05
Kohlhase, Michael 3.29058112492262e-05
Armstrong, Susan 2.70195478608758e-05
Ratnaparkhi, Adwait 0.00234402959490102
Maji, Hemanta K. 2.49017905315852e-05
Shadbolt, Nigel 1.98712782087118e-05
Aoe, Jun-Ichi 1.98712782087118e-05
Peskin, Barbara 0.000114963082713658
Li-De, Wu 2.65435613568225e-05
Hughson, Ian 1.98712782087118e-05
Krishnakumaran, Saisuresh 2.23621344155493e-05
Gupta, Surabhi 4.33915536429285e-05
Li, Guofu 1.98712782087118e-05
Dras, Mark 8.25494187303018e-05
Cui, Hang 2.25292325533054e-05
Nesson, Rebecca 3.94885539723926e-05
Vanni, Stephan 1.98712782087118e-05
Neumeyer, Leonardo 1.98712782087118e-05
McCandless, Michael 7.71963543319372e-05
Tamburini, Fabio 1.98712782087118e-05
Engel, Ralf 7.3847708202871e-05
Tanimoto, Steven L. 1.98712782087118e-05
Geldof, Sabine 1.98712782087118e-05
Sproat, Richard W. 0.00102299693176508
Jacquemin, Bernard 1.98712782087118e-05
Thompson, Bozena Henisz 0.000671480288327273
Burchardt, Aljoscha 2.06815372839365e-05
Mohler, Michael 1.98712782087118e-05
Herbst, Evan 0.000251363200135874
Jagannathan, V. 2.31725999909718e-05
Pedersen, Mark 2.53183262312035e-05
Parikh, Prashant 2.54587455199602e-05
Raaijmakers, Stephan 1.98712782087118e-05
Kelly, Barbara 1.98712782087118e-05
Colby, Kenneth Mark 2.42136184501705e-05
Lathrop, Brian 2.35241554326212e-05
Chica, Sebastian 1.98712782087118e-05
Ortony, Andrew 7.59923766507999e-05
Suthers, Daniel D. 1.98712782087118e-05
Ogata, Tetsuya 2.38131556287003e-05
Min, Congmin 2.99054732179241e-05
Grouin, Cyril 1.98712782087118e-05
Van Vark, R. J. 1.98712782087118e-05
Armanasu, Alex 2.90590138421256e-05
Shinn, Sandy 5.98585663454823e-05
Hasan, Sa≈°a 1.98712782087118e-05
Krallinger, Martin 1.98712782087118e-05
Pareja-Lora, Antonio 1.98712782087118e-05
Fort, KarÎn 1.98712782087118e-05
Montero Martinez, Juan Manuel 2.31089906895817e-05
Nakagawa, Seiichi 3.41626015881292e-05
Chappell, Alan 2.41969350543527e-05
Richey, Colleen 2.36988786491404e-05
Seghezzi, Natalia 2.29140267786948e-05
Van Der Eijk, Pim 0.000222061847494173
Cotter, Philip 1.98712782087118e-05
Ungar, Lyle 0.000168182413831614
Kurematsu, A. 2.09341721176378e-05
Smrz, Otakar 3.08192751635206e-05
Chen, Jiang 2.40618786921481e-05
Breidt, Elisabeth 8.90974277557511e-05
Lagus, Tommi 3.44705542194816e-05
Kominek, John 2.54934729154663e-05
Potipiti, Tanapong 4.87956486184257e-05
Hegner, Stephen J. 3.48783527013912e-05
Mann, Gideon S. 0.000446540531940205
Covington, Michael A. 0.000108257662255671
Wick, Michael 6.47283010263079e-05
Flores, Glenn 2.60232318762257e-05
Mills, Gregory 1.98712782087118e-05
Raj, Bhiksha 1.98712782087118e-05
Dunin-Keplicz, Barbara 2.24381822631751e-05
Srihari, Rohini K. 0.000211269677499194
Strzalkowski, Tomek 0.00127639566055158
Kaufmann, Stefan 7.98945226771622e-05
Gavrila, Monica 1.98712782087118e-05
Temnikova, Irina 2.39678098475455e-05
Li, Haizhou 0.000115915113216992
Richter, Frank 2.0624074939004e-05
Bahl, L. R. 4.14653132417751e-05
Temperley, David 1.98712782087118e-05
Bungeroth, Jan 1.98712782087118e-05
Mostefa, Djamel 1.98712782087118e-05
Kuhn, Tobias 3.17042124747329e-05
Heid, Ulrich 6.24410100855215e-05
Proudian, Derek 0.000476525732171335
Schofield, Edward 2.47524520829866e-05
Chatterjee, Niladri 1.98712782087118e-05
DiMarco, Chrysanne 9.00827370295345e-05
Castelli, Vittorio 1.98712782087118e-05
Tengi, Randee 0.000403518648490218
Murguia, Elixabete 1.98712782087118e-05
Mimura, Kiyomi 3.50420538454545e-05
Viscuso, Susan R. 1.98712782087118e-05
Tsourakis, Nikos 2.60232318762257e-05
Jain, Viren 0.000250229072527722
Grau Puerto, Sergio 3.17044563208462e-05
Bian, Guo-Wei 4.62949002960206e-05
Luquet, Pierre-Sylvain 2.72243099949484e-05
Kowarski, Irene 2.51336958732806e-05
Triezenberg, Katrina E. 2.38504566726774e-05
Montero, Calkin S. 1.98712782087118e-05
Pareschi, Remo 0.000221607374574704
Foster, George 0.000334787894061837
Wu, Min 4.70172201607118e-05
Casas, Bernardino 1.98712782087118e-05
Lee, Chun-Jen 4.16794143340781e-05
Evers, Mark 1.98712782087118e-05
Vander Linden, Keith 0.000287717035884905
Wang, Guangwei 1.98712782087118e-05
I., Alegria 1.98712782087118e-05
Zhang, Xiuhong 3.04430616778716e-05
Baker, Kirk 1.98712782087118e-05
Mazzei, Alessandro 1.98712782087118e-05
Barnett, James 8.04265574607169e-05
Tidstrom, Frida 2.42813489496481e-05
Roy, Shourya 3.04303715009504e-05
Ding, Weiwei 1.98712782087118e-05
Ruppenhofer, Josef 2.45903730051343e-05
Kawtrakul, Asanee 3.24430796590207e-05
Pan, Shimei 0.000208452688694723
Fellinger, Carel 9.19159033415249e-05
Allaria, Gianluca 3.37477491094693e-05
Liu, Hui 3.24430796590207e-05
Rieder, Sibylle 0.000108968827613944
Huang, Liang 0.00033302465584143
Schoelles, Michael 1.98712782087118e-05
Kanda, Naoyuki 2.38131556287003e-05
Zanzotto, Fabio Massimo 7.36679412652651e-05
Horak, Ales 1.98712782087118e-05
Brown, Brianne 1.98712782087118e-05
Paredes-Frigolett, Harold 1.98712782087118e-05
Slinko, Elena 7.78186332595352e-05
Hristea, Florentina 1.98712782087118e-05
Kurata, Gakuto 1.98712782087118e-05
Hazen, Timothy J. 5.29388758536307e-05
Zourari, Maria 1.98712782087118e-05
Zhu, Jingbo 2.25561579996625e-05
Ney, Hermann 0.00208800292858994
Srinivasan, S. H. 4.57594126071403e-05
Tong, Matthew 2.69859806892579e-05
FerrÈ, GaÎlle 1.98712782087118e-05
Kohomban, Upali Sathyajith 5.81983564707029e-05
Geman, Stuart 0.000478199895360823
Sugimura, Ryochi 3.2582738911341e-05
Spitz, A. Lawrence 6.86485888333992e-05
Suchanek, Fabian M. 2.49152123099532e-05
McDonald, David D. 0.000518430948198363
Laureys, Tom 1.98712782087118e-05
Burger, Susanne 3.05454750983762e-05
Frunza, Oana 1.98712782087118e-05
Leslie, Neil 3.94948985880765e-05
Horiuchi, Takashi 3.84030638630283e-05
Lee, Minsuk 4.44762998709514e-05
Zhang, Hao 0.000342314334515654
Fletcher, William H. 1.98712782087118e-05
Sager, Naomi 6.81317388676112e-05
Vaughan, Marie M. 0.000137753079532448
Lenzo, Kevin 3.46523466574515e-05
Digalakis, Vassilios 0.000169201580246926
Boberg, Jorma 3.02087382586311e-05
Amin, Samir K. 2.53183262312035e-05
Teahan, W. J. 0.000204496883490636
Sebastian, Shaji 1.98712782087118e-05
Santamaria, Celina 2.35044655531601e-05
James, Frankie 7.11192431970558e-05
Tokhisa, Ryoko 1.98712782087118e-05
Edwards, Douglas 0.000692538992179045
Komatani, Kazunori 4.1979019606793e-05
Leon, Fernando Sanchez 2.02707750809001e-05
Spousta, Miroslav 2.66736524238024e-05
Schachtl, Stefanie 4.78217068850729e-05
Li, Mu 0.000234030437440886
Villavicencio, Aline 0.000108664994139761
Izquierdo, Ruben 1.98712782087118e-05
Winiwarter, Werner 1.98712782087118e-05
Jager, Samson de 1.98712782087118e-05
Lin, Bor-shen 1.98712782087118e-05
Berthelin, Jean-Baptiste 1.98712782087118e-05
Ueno, Shinichi 1.98712782087118e-05
Chisholm, Michael A. 1.98712782087118e-05
Shamsfard, Mehrnoush 1.98712782087118e-05
Martin, Paul 0.000788076419510789
Kocsis, Otilia 2.45583321825236e-05
Deschacht, Koen 2.03707661626899e-05
Zernik, Uri 0.000402806638500999
Ferrane, I. 3.14525740902085e-05
Sacaleanu, Bogdan 1.98712782087118e-05
Habert, Benoit 6.2716104850565e-05
Sarasola, Kepa 7.42925751613697e-05
Max, AurÈlien 3.39017384267632e-05
Ohta, Tomoko 0.00015463950232482
Viethen, Jette 3.27924524788855e-05
Suri, Linda Z. 0.000113067639638285
Velldal, Erik 2.51992133916059e-05
Cabrio, Elena 1.98712782087118e-05
Chen, Yi-Chun 1.98712782087118e-05
Gledhill, Christopher 1.98712782087118e-05
Chiou, Chuei-Feng 3.50242190110288e-05
Maldonado, Satumino 1.98712782087118e-05
Kommenda, Markus 7.0939576456087e-05
Siddharthan, Advaith 0.000174922680884472
Alonso, Miguel A. 3.27565171382024e-05
Chiang, David 0.000887711455344806
Lin, Yu-Hsiang 1.98712782087118e-05
Van Rooy, Robert 2.54200013863138e-05
Kehler, Andrew 0.000737146300711416
Ries, Klaus 0.000269853735156788
He, Zhongjun 1.98712782087118e-05
Glaysher, Elliot 3.47948378985105e-05
Kranstedt, Alfred 1.98712782087118e-05
Schrader, Bettina 1.98712782087118e-05
Priebe, Carey 2.50938637297576e-05
O'Donoghue, Tim F. 1.98712782087118e-05
Noda, Itsuki 3.25427079955551e-05
Och, Franz Josef 0.00218753373032999
Ono, Kenji 0.000143253912359787
Smith, Tony C. 2.56496435032085e-05
Varges, Sebastian 9.22404842886774e-05
RosÈ, Carolyn P. 1.98712782087118e-05
Newman, Eamonn 1.98712782087118e-05
Parker, Paul 3.31808734129329e-05
Murata, Kazuyoshi 1.98712782087118e-05
Hearst, Marti A. 0.00268217192371135
Alleva, Fileno A. 0.000218007681301675
Wang, Gen 1.98712782087118e-05
Guo, Yuqing 1.98712782087118e-05
Say, Bilge 3.29228889748248e-05
Benus, Stefan 1.98712782087118e-05
Lefever, Els 1.98712782087118e-05
Rosell, Magnus 1.98712782087118e-05
Gerrish, Joshua 1.98712782087118e-05
Luo, Zhiyong 2.2434720965899e-05
Bishop, Kathleen 9.53695857283109e-05
Yeh, Alexander S. 0.000147717156148268
Reese, Brian 1.98712782087118e-05
Catizone, Roberta 4.03271823406929e-05
Prigent, G. 1.98712782087118e-05
Hammarstrom, Harald 1.98712782087118e-05
Kiddon, Chloe 3.09520169462333e-05
Hoffman, Sarah 3.17044563208462e-05
Jain, Alpa 3.23734175251293e-05
Wai, Carmen 1.98712782087118e-05
Wu, Paul 4.92464511624079e-05
Urbina, Joaquin 1.98712782087118e-05
Koiso, H. 2.09341721176378e-05
ANDERSSON, Mikael 1.98712782087118e-05
Gandhe, Sudeep 3.06293058350965e-05
Chen, Yue-Xin 1.98712782087118e-05
Muller, Christoph 9.91223409960863e-05
Kumar, G. Bharadwaja 1.98712782087118e-05
Gamez, Jose A. 1.98712782087118e-05
McArthur, Gregory 3.07381089786945e-05
Nakamura, Satoshi 1.98712782087118e-05
Ishizaki, Masato 2.8253660663525e-05
Singh, Smriti 2.69632118251383e-05
Hagert, Goran 2.58656753216365e-05
Kato, Naoki 2.5386853290687e-05
Watson, Gordon 6.24607968162199e-05
David, Anne 1.98712782087118e-05
Wechsler, Allan 9.29350661058224e-05
Perrier, Guy 4.30747715469071e-05
Fukamachi, Keiichiro 1.98712782087118e-05
Monaco, Peter 2.85695637886261e-05
Allison, Timothy 3.03117538732114e-05
Levine, Michelle 4.60766667596616e-05
Huls, Carla 3.2059750973477e-05
Ono, Takahiro 1.98712782087118e-05
Polanyi, Livia 0.000580889779629008
Shell, Peter 6.07835700798577e-05
Paul, Patrick 5.29689080393606e-05
Nie, Yu 1.98712782087118e-05
Martinovic, Miroslav 3.38155029002836e-05
McGlashan, Scott 5.77034906835607e-05
Master, Demetrios 1.98904791273072e-05
Ravi, Sujith 1.98712782087118e-05
Kimura, Yukihiko 2.40402352414565e-05
Williams, Briony 3.09939327903406e-05
Gooi, Chung Heong 5.06224986058235e-05
Pinkal, Manfred 0.000162979429703016
Gerbino, Walter 1.98712782087118e-05
Grover, Claire 0.000823752629822383
Murawaki, Yugo 1.98712782087118e-05
Chieu, Hai Leong 0.000183467260593826
Wu, Weilin 1.98712782087118e-05
Wallington, Alan M. 6.61796799390684e-05
Liu, Fang 2.25648133129665e-05
Baral, Chitta 3.91036402640124e-05
Cammisa, Marco 2.54587455199602e-05
Blejer, Hatte R. 7.12064464113951e-05
Strapparava, Carlo 0.000248057002558795
Zhao, Shaojun 3.0011292860569e-05
Tang, Xuri 1.98712782087118e-05
Wang, Jianqiang 2.24835631844282e-05
Oishi, Akira 1.98712782087118e-05
Ahmed, Syed Toufeeq 3.91036402640124e-05
Castellanos, A. 2.2008916994712e-05
Moore, James A. 0.000218860561162624
Green, Nancy L. 0.00024600920176742
Collier, Robin 1.98712782087118e-05
Richman, Alexander E. 1.98712782087118e-05
Wesseling, Wieneke 1.98712782087118e-05
Tbahriti, Imad 3.03502226698442e-05
Fasolo, Michela 5.83481470604881e-05
Takemoto, Yoshikazu 3.80629052323611e-05
Nijholt, Anton 4.052732024172e-05
Romero, Maribel 2.15236666283657e-05
Shastri, Lokendra 8.81634743981963e-05
Lagus, Krista 0.000188777348137453
Worm, Karsten L. 0.000142838592442753
Horiguchi, Susumu 2.34744131687346e-05
Lee, Hian Beng 0.000348512439743047
Davis, James Raymond 9.49857419918772e-05
Wettler, Manfred 3.43831812220165e-05
Wallington, A.M. 1.98712782087118e-05
Hoyt, Frederick M. 1.98712782087118e-05
Cavedon, Lawrence 2.35241554326212e-05
Oliveira, Paulo C F de 1.98712782087118e-05
Zadeh, Lotfi A. 1.98712782087118e-05
Rosenberg, Andrew 3.29484393250195e-05
Szedmak, Sandor 3.19417623744918e-05
Areta, Nerea 1.98712782087118e-05
Halpern, Jack 2.18271341359816e-05
Lee, Kyung-Soon 1.98712782087118e-05
Noh, Hyungjong 1.98712782087118e-05
Liu, Zhanyi 2.28064820186195e-05
Fraser, Alexander 0.000372469002089828
Zweig, Geoffrey 3.1245201545645e-05
Baumann, Timo 1.98712782087118e-05
Feldman, Anna 3.93478691757356e-05
Dang, Hoa Trang 0.00032044932806894
Wang, Chi-Yung 5.12249937218644e-05
Inagaki, Yasuyoshi 2.87145486186334e-05
Trabucco, Andrea 1.98712782087118e-05
Lv, Bibo 1.98712782087118e-05
Hoshiai, Tadashi 1.98712782087118e-05
Shi, Zhongmin 2.31037430789692e-05
Nayak, Amiya 1.98712782087118e-05
Siefkes, Christian 2.10332016435057e-05
Ostendorf, Mari 0.000933316384389242
Mexia, Joao 2.27044599328433e-05
Nieminen, Ilari T. 1.98712782087118e-05
Qian, Xian 1.98712782087118e-05
Morarescu, Paul 0.000168356265628532
Huttunen, Silja 0.000277973296169391
Finch, Rebecca 4.47287834591368e-05
Iwayama, Makoto 5.81132373748284e-05
Weilhammer, Karl 9.32072478670157e-05
Kay, Roderick 1.98712782087118e-05
Alex, Beatrice 5.12007648118e-05
Wei, Furu 1.98712782087118e-05
Hakkani-Tur, Dilek Zeynep 0.000135016514228092
Narin'yani, A. S. 3.6633680142457e-05
Mauser, Arne 3.82670938716708e-05
WONG, Hongsing 1.98712782087118e-05
Mohamed, Ahmed A. 1.98712782087118e-05
Asker, Lars 5.09474418878232e-05
Lane, Pia 2.37146840565833e-05
Kataja, Laura 0.000122159278781957
Bordag, Stefan 2.28400016389485e-05
Dumitrescu, Cristian 1.98712782087118e-05
Zillner, Sonja 1.98712782087118e-05
Roberts, Angus 3.2731185711533e-05
Feiner, Steven K. 0.000123506841087141
Van Rooy, Bertus 2.42491779175343e-05
Owczarzak, Karolina 4.41030195772379e-05
Atserias, Jordi 0.000109315500200599
Gillis, Steven 0.000371979096945555
Reeves, Ruth 0.000223049004908127
Evert, Stefan 9.15935801440538e-05
ERJAVEC, Tomaz 1.98712782087118e-05
Palingoon, Pornpimon 1.98712782087118e-05
Langlois, David 1.98712782087118e-05
Inui, Takashi 7.21096640065458e-05
Marmorshtein, Efrat 7.48202237001428e-05
Bilhaut, Frederik 1.98712782087118e-05
Hunt, Warren A. 1.98712782087118e-05
Wei, Yu-Chuan 2.44527342431555e-05
Skuce, Douglas 0.000325888845338576
Arita, Seigo 3.06324736515962e-05
Bhattacharya, Indrajit 3.5692246786885e-05
Schenk, Andre 2.17015561309843e-05
Heinz, Wolfgang 1.98712782087118e-05
Shimizu, Nobuyuki 7.25186761375439e-05
Novak, Hans-Joachim 2.26842127829314e-05
McDaniel, J. 0.000101711047826622
Bennett, Scott W. 9.87094917761367e-05
Chee, Brant 2.7571864521949e-05
Gabbard, Ryan 0.000124228669039789
JingHui, Xiao 1.98712782087118e-05
De Groote, Philippe 5.24755886245841e-05
Yi, Szuting 5.73963841293098e-05
Thompson, Henry S. 0.000533102161164965
Li, Fuxin 1.98712782087118e-05
Ovrelid, Lilja 1.98712782087118e-05
DeRose, Steven J. 0.00203523751722303
Fletcher, Ian 2.33925567362167e-05
Orloff, Jeremy 3.98828390805186e-05
Eubank, Stephen 0.000102135482458765
Kronfeld, Amichai 9.49991105573961e-05
Alm, Cecilia Ovesdotter 5.75770620894176e-05
Ingria, Robert J. P. 0.00183360811689591
Dozier, Christopher C. 4.17127015844868e-05
Daly, Nancy 0.000128050167706371
Sanchis-Trilles, Germ·n 1.98712782087118e-05
Benedict, Richard 9.61526429224597e-05
Taura, Kenjiro 1.98712782087118e-05
Schneider, David 0.000164808166000658
Uszkoreit, Hans 0.000790724716472459
Shim, Kwangseob 1.98712782087118e-05
Golan, Igal 5.55415822959718e-05
Goecke, Daniela 2.82656293838128e-05
Feldman, Ronen 3.41995460061225e-05
Vaidya, Ashwini 1.98712782087118e-05
Kuhlmann, Marco 4.17088043899638e-05
Song, Zhanjiang 1.98712782087118e-05
Converse, Susan P. 5.9184088856422e-05
Chou, Ya-Min 2.525675677994e-05
Rajasekaran, Raja 5.95392492679372e-05
Kapadia, Sadik 2.76479926511611e-05
Sung, Cheng-Lung 2.76113366416211e-05
Emerard, Francoise 3.28459800992919e-05
Yuan, Chunfa 7.56141224234825e-05
Shei, Wen-Chi 1.98712782087118e-05
≈†tep√°nek, Jan 1.98712782087118e-05
Rosner, Michael 0.000267938378805242
Dai, Hong-Jie 2.11942149766412e-05
Kurtz, Jeff 1.98712782087118e-05
Kutsumi, Takeshi 1.98712782087118e-05
Yu, Jin 4.93531200349394e-05
Lee, Young-Jik 1.98712782087118e-05
Bharati, Akshar 3.0535289985968e-05
Martinez-Barco, Patricio 4.16668014251422e-05
Takeuchi, Masahito 2.35018922909088e-05
Muraki, Kazunori 0.000109929362514388
Strube, Michael 0.000466699699813279
Pentheroudakis, Joseph 2.45196091672658e-05
De Marneffe, Marie-Catherine 5.11309911717103e-05
Robertson, Roma 7.13196539279419e-05
Arabsorkhi, Mohsen 1.98712782087118e-05
Satoh, Kenji 7.35280012180487e-05
Forlines, Clifton 1.98712782087118e-05
Romera, Magdalena 9.64849800110693e-05
Ribas, Francesc 8.11511117227318e-05
Hunze, Rudolf 3.80453836372511e-05
Kassaei, Mahmoud 1.98712782087118e-05
Roberts, Kirk 1.98712782087118e-05
Carlson, Adam 1.98712782087118e-05
Kambhatla, Nanda 0.000403666855659669
Morawietz, Frank 3.00646787429213e-05
Crouch, Keith 1.98712782087118e-05
Purandare, Amruta 7.51375665952864e-05
